LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,父级名15,父级音量15,父级MakeUpGain15,父级名16,父级音量16,父级MakeUpGain16,父级名17,父级音量17,父级MakeUpGain17,父级名18,父级音量18,父级MakeUpGain18,Main_Mix&MasterAudio
-30.2 ,-24.4 ,Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_Firework\Nikki_Skill_Firework_FiveStar\Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D\Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D_R03\Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Firework\fivestar\Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D_R03.wav,-29.2 ,-23.4 ,"{'max': 9.465499877929688, 'min': 9.465499877929688, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D_R03,-7,0,Sfx_3C_Nikki_Skill_NS_Ability_S0117_ljw_01_D,3,0,Nikki_Skill_Firework_FiveStar,0,0,Nikki_Skill_Firework,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-30.2 ,-26.8 ,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot_R01\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot_R01.wav,-23.2 ,-19.8 ,"{'max': 3.248460054397583, 'min': 3.248460054397583, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot_R01,0,0,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Cleanse_FlowerCat_XL_End_Lfoot,0,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.2 ,-25.4 ,nikki_skill_recovery_spell,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_spell\nikki_skill_recovery_spell,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_spell.wav,-22.2 ,-17.4 ,"{'max': 1.5828197002410889, 'min': 1.5828197002410889, 'type': 'oneShot'}",0,0,nikki_skill_recovery_spell,-11,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.2 ,-28.8 ,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_Suit\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R01\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\Suit\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R01.wav,-43.2 ,-41.8 ,"{'max': 0.7323541641235352, 'min': 0.7323541641235352, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R01,5,0,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack,0,0,Nikki_Skill_Purege_Suit,5,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-30.2 ,-26.5 ,Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_6_3C\Dev1_6_3C\Nikki_Skill_1_6\Nikki_Skill_GodMother\Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow\Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow_R02\Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\GodMother\Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow_R02.wav,-31.2 ,-27.5 ,"{'max': 2.2475833892822266, 'min': 2.2475833892822266, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow_R02,0,0,Sfx_3C_Nikki_Skill_NS_ClothesCleaningKit_glow,-2,0,Nikki_Skill_GodMother,0,0,Nikki_Skill_1_6,0,0,Dev1_6_3C,0,0,Dev1_6_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.3 ,-26.8 ,Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Gliding\Nikki_Skill_Gliding\Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003\Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003_R03\Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Gliding\Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003_R03.wav,-29.3 ,-25.8 ,"{'max': 1.8219047784805298, 'min': 1.8219047784805298, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003_R03,0,0,Sfx_3C_Nikki_Skill_NS_3C_GlidingEndDisslove_003,-4,0,Nikki_Skill_Gliding,-2,0,Nikki_Skill_Gliding,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-30.3 ,-29.0 ,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R05,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_Suit\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R05\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R05,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\Suit\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R05.wav,-41.3 ,-40.0 ,"{'max': 0.742562472820282, 'min': 0.742562472820282, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack_R05,3,0,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Attack,0,0,Nikki_Skill_Purege_Suit,5,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-30.3 ,-27.1 ,nikki_skill_purege_spiral_impact_single_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_Purege_Cast\Nikki_Skill_Purege_Imp\nikki_skill_purege_spiral_impact_single\nikki_skill_purege_spiral_impact_single_R03\nikki_skill_purege_spiral_impact_single_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_spiral_impact_single_R03.wav,-31.3 ,-28.1 ,"{'max': 0.7453741431236267, 'min': 0.7453741431236267, 'type': 'oneShot'}",0,0,nikki_skill_purege_spiral_impact_single_R03,0,0,nikki_skill_purege_spiral_impact_single,-4,0,Nikki_Skill_Purege_Imp,-4,0,Nikki_Skill_Purege_Cast,-2,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-30.3 ,-25.9 ,SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation_R04,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Animal_Transformation\SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation\SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation_R04\SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation_R04,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\Nikki_Animal_Transformation\SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation_R04.wav,-33.3 ,-28.9 ,"{'max': 1.4757916927337646, 'min': 1.4757916927337646, 'type': 'oneShot'}",0,0,SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation_R04,0,0,SFX_3C_Nikki_Animal_Transformation_NS_Animal_Transformation,0,0,Nikki_Animal_Transformation,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-30.3 ,-25.5 ,Sfx_3C_Nikki_Skill_SocialRing_NS_LongPressRattleEmpower,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_SocialRing\Nikki_Skill_SocialRing_SpatializationMix\Sfx_3C_Nikki_Skill_SocialRing_NS_LongPressRattleEmpower\Sfx_3C_Nikki_Skill_SocialRing_NS_LongPressRattleEmpower,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\Nikki_SocialRing\Sfx_3C_Nikki_Skill_SocialRing_NS_LongPressRattleEmpower.wav,-31.3 ,-26.5 ,"{'max': 3.788270950317383, 'min': 3.788270950317383, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_SocialRing_NS_LongPressRattleEmpower,0,0,Nikki_Skill_SocialRing_SpatializationMix,-2,0,Nikki_Skill_SocialRing,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.3 ,-29.2 ,nikki_skill_purege_ball_cast_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_Purege_Cast\nikki_skill_purege_ball_cast\nikki_skill_purege_ball_cast_03\nikki_skill_purege_ball_cast_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_ball_cast_03.wav,-36.3 ,-35.2 ,"{'max': 0.5304760336875916, 'min': 0.5304760336875916, 'type': 'oneShot'}",0,0,nikki_skill_purege_ball_cast_03,0,0,nikki_skill_purege_ball_cast,-1,-2,Nikki_Skill_Purege_Cast,-2,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-30.3 ,-27.2 ,ui_ingame_bling_spark_lv2-003,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_skill_recovery_bling\nikki_skill_recovery_bling\ui_ingame_bling_spark_lv2-003\ui_ingame_bling_spark_lv2-003,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\0120\ui_ingame_bling_spark_lv2-003.wav,-28.3 ,-25.2 ,"{'max': 0.8060997724533081, 'min': 0.8060997724533081, 'type': 'oneShot'}",0,0,ui_ingame_bling_spark_lv2-003,0,0,nikki_skill_recovery_bling,0,0,nikki_skill_recovery_bling,-5,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.4 ,-23.4 ,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_4_3C\Dev1_4_3C\Nikki_Skill_1_4\Nikki_Skill_Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_ShortJump_Start_Anim\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r02\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r02.wav,-26.4 ,-19.4 ,"{'max': 0.658823549747467, 'min': 0.658823549747467, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r02,0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_ShortJump_Start_Anim,0,0,Nikki_Skill_Doll,-5,0,Nikki_Skill_1_4,0,0,Dev1_4_3C,-2,0,Dev1_4_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.4 ,-24.1 ,ui_ingame_DevilBreath,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_DevilBreath\ui_ingame_DevilBreath,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\0120\ui_ingame_DevilBreath.wav,-19.4 ,-13.1 ,"{'max': 3.2090022563934326, 'min': 3.2090022563934326, 'type': 'oneShot'}",0,0,nikki_DevilBreath,-14,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-30.4 ,-27.7 ,SFX_Nikki_Skill_MedicineFairy_FuChen_R01_V3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_MedicineFairy\SFX_Nikki_Skill_MedicineFairy_FuChen\SFX_Nikki_Skill_MedicineFairy_FuChen_R01_V3\SFX_Nikki_Skill_MedicineFairy_FuChen_R01_V3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\SFX_Nikki_Skill_MedicineFairy_FuChen_R01_V3.wav,-30.4 ,-27.7 ,"{'max': 2.285041570663452, 'min': 2.285041570663452, 'type': 'oneShot'}",0,0,SFX_Nikki_Skill_MedicineFairy_FuChen_R01_V3,0,0,SFX_Nikki_Skill_MedicineFairy_FuChen,0,3,Nikki_Skill_MedicineFairy,0,-6,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.4 ,-23.5 ,Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_Firework\Nikki_Skill_Firework_FiveStar\Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj\Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj_R02\Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Firework\fivestar\Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj_R02.wav,-32.4 ,-25.5 ,"{'max': 7.785770893096924, 'min': 7.785770893096924, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj_R02,-1,0,Sfx_3C_Nikki_Skill_NS_Ability_S0117_03_C_ysj,0,0,Nikki_Skill_Firework_FiveStar,0,0,Nikki_Skill_Firework,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-30.5 ,-26.6 ,Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_Firework\Nikki_Skill_Firework_FourStar\Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01\Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01_R03\Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Firework\Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01_R03.wav,-31.5 ,-27.6 ,"{'max': 13.012603759765625, 'min': 13.012603759765625, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01_R03,0,0,Sfx_3C_Nikki_Ability_NS_TwoStar_Fireworks_01,-7,0,Nikki_Skill_Firework_FourStar,5,0,Nikki_Skill_Firework,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-30.5 ,-30.5 ,glass_bottle-002,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Common\Nikki_Bottle\nikki_bottle_hit\glass_bottle-002\glass_bottle-002,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\glass_bottle-002.wav,-20.5 ,-20.5 ,"{'max': 0.5503541827201843, 'min': 0.5503541827201843, 'type': 'oneShot'}",0,0,glass_bottle-002,0,0,nikki_bottle_hit,-11,0,Nikki_Bottle,0,0,Nikki_Common,0,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.5 ,-26.3 ,glass_bottle_drop-002,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Common\Nikki_Bottle\nikki_bottle_drop\glass_bottle_drop-002\glass_bottle_drop-002,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\bottle\glass_bottle_drop-002.wav,-20.5 ,-16.3 ,"{'max': 0.7828333377838135, 'min': 0.7828333377838135, 'type': 'oneShot'}",0,0,glass_bottle_drop-002,0,0,nikki_bottle_drop,-11,0,Nikki_Bottle,0,0,Nikki_Common,0,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.5 ,-28.2 ,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_Suit\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast_R01\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\Suit\Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast_R01.wav,-41.5 ,-39.2 ,"{'max': 2.156541585922241, 'min': 2.156541585922241, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast_R01,-3,0,Sfx_3C_Nikki_Skill_Purege_Nikki_Cleanse_Suit_Charge_Cast,6,0,Nikki_Skill_Purege_Suit,5,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
